_id,PX,MAIN_STREET,MIDBLOCK_ROUTE,SIDE1_STREET,SIDE2_STREET,PRIVATE_ACCESS,ADDITIONAL_INFO,OBJECTID,GEO_ID,NODE_ID,MI_PRINX,geometry
272,5567,ROYAL YORK RD,20m SOUTH OF,KING GEORGES RD,None,None,None,2815,10071197,,2815,"{""coordinates"": [[-79.51258299787533, 43.650101002974715]], ""type"": ""MultiPoint""}"
273,5568,ROYAL YORK RD,None,YORKVIEW DR,None,None,ETOBICOKE SCHOOL OF ARTS,2816,10142864,,2816,"{""coordinates"": [[-79.50445999611509, 43.63081000132469]], ""type"": ""MultiPoint""}"
274,5569,ROYALCREST RD,None,CABERNET CRCL,None,None,MSGR. JOHN CORRIGAN CATHOLIC SCHOOL,2817,8192154,,2817,"{""coordinates"": [[-79.60439400329513, 43.75114900220569]], ""type"": ""MultiPoint""}"
275,5571,RUNNYMEDE RD,None,COLBECK ST,None,None,RUNNYMEDE JR & SR PUBLIC SCHOOL,2818,7973682,,2818,"{""coordinates"": [[-79.47780100263618, 43.6548210043832]], ""type"": ""MultiPoint""}"
276,5572,RUNNYMEDE RD,None,KENNEDY AVE,GLENWOOD AVE,None,RUNNYMEDE JR & SR PUBLIC SCHOOL,2819,7973682,,2819,"{""coordinates"": [[-79.47856500236277, 43.65672100271066]], ""type"": ""MultiPoint""}"
277,5574,RUSSELL HILL RD,None,COULSON AVE,None,None,THE BISHOP STRACHAN SCHOOL,2820,1139290,,2820,"{""coordinates"": [[-79.4101199944682, 43.69088999906733]], ""type"": ""MultiPoint""}"
278,5575,SAMMON AVE,None,MONARCH PARK AVE,None,None,None,2821,7940767,,2821,"{""coordinates"": [[-79.32965000389052, 43.6879740013844]], ""type"": ""MultiPoint""}"
279,5577,SASKATOON DR,None,BENBOW RD,None,None,VALLEYFIELD JR SCHOOL,2822,908692,,2822,"{""coordinates"": [[-79.53882800022943, 43.694520995566634]], ""type"": ""MultiPoint""}"
280,5581,SCOTT RD,None,EWART AVE,None,None,SILVERTHORNE JR PUBLIC SCHOOL,2823,8403,,2823,"{""coordinates"": [[-79.47121200367096, 43.68731900272399]], ""type"": ""MultiPoint""}"
281,5585,SHAVER AVE N,None,LORENE DR,None,None,None,2824,911519,,2824,"{""coordinates"": [[-79.55105300580452, 43.64627800148228]], ""type"": ""MultiPoint""}"
282,5587,SHENDALE DR,165m WEST OF,NORFIELD CRES,None,None,#66/#68 SHENDALE DR,2825,10035766,,2825,"{""coordinates"": [[-79.55340999785463, 43.7205700015887]], ""type"": ""MultiPoint""}"
283,5588,SHERBOURNE ST,195m SOUTH OF,WELLESLEY ST E,None,None,None,2826,10923460,,2826,"{""coordinates"": [[-79.37396999646974, 43.66543000196951]], ""type"": ""MultiPoint""}"
284,5590,SHROPSHIRE DR,None,MAXIM CRES,None,None,None,2827,109170,,2827,"{""coordinates"": [[-79.28662899385483, 43.76083799737613]], ""type"": ""MultiPoint""}"
285,5591,SHUTER ST,None,GEORGE ST,None,None,MOSS PARK,2828,1144474,13465816,2828,"{""coordinates"": [[-79.37276100559086, 43.655607998099576]], ""type"": ""MultiPoint""}"
286,5592,SHUTER ST,None,ONTARIO ST,None,None,None,2829,14020873,,2829,"{""coordinates"": [[-79.36762899960466, 43.656363000877]], ""type"": ""MultiPoint""}"
287,5595,SILVERSTONE DR,None,BUCKSBURN RD,None,None,CLAIRVILLE JR SCHOOL,2830,906684,,2830,"{""coordinates"": [[-79.59972099419959, 43.74816000447202]], ""type"": ""MultiPoint""}"
288,5596,SILVERSTONE DR,None,AVENING DR,None,None,MELODY VILLAGE JR PS,2831,10154323,,2831,"{""coordinates"": [[-79.59548600188448, 43.737591001333165]], ""type"": ""MultiPoint""}"
289,5597,SKYMARK DR,90m NORTH OF,FINCH AVE E,None,SKYMARK PLACE SHOPPING CENTRE,None,2832,436759,,2832,"{""coordinates"": [[-79.35245000565632, 43.793973996281494]], ""type"": ""MultiPoint""}"
290,5598,SLAN AVE,None,SPRAYWOOD GT,None,None,HEATHER HEIGHTS P.S.,2833,107600,,2833,"{""coordinates"": [[-79.21380799503267, 43.77523000345381]], ""type"": ""MultiPoint""}"
291,5601,SPADINA RD,None,ARDMORE RD,None,None,FORREST HILL JR & SR PUBLIC SCHOOL,2834,1139019,,2834,"{""coordinates"": [[-79.41539099531217, 43.69513300121797]], ""type"": ""MultiPoint""}"
292,5605,ST CLAIR AVE W,None,BRITANNIA AVE,None,None,None,2835,1142450,,2835,"{""coordinates"": [[-79.48087600438011, 43.66959600384017]], ""type"": ""MultiPoint""}"
293,5608,ST JOHNS RD,None,BROOKSIDE AVE,None,None,None,2836,7033975,,2836,"{""coordinates"": [[-79.49200199754476, 43.66146799993305]], ""type"": ""MultiPoint""}"
294,5609,ST JOHNS RD,None,WILLARD AVE,None,None,KING GEORGE JR PUBLIC SCHOOL,2837,10526951,,2837,"{""coordinates"": [[-79.48666999794659, 43.66267299836133]], ""type"": ""MultiPoint""}"
295,5610,ST JOSEPH ST,None,ELMSLEY PL,None,None,155m WEST OF BAY ST,2838,8140588,13464302,2838,"{""coordinates"": [[-79.3895010041052, 43.66523100094318]], ""type"": ""MultiPoint""}"
296,5613,STERLING RD,210m NORTH OF,DUNDAS ST W,None,None,None,2839,30131273,,2839,"{""coordinates"": [[-79.44393000374518, 43.652409998527375]], ""type"": ""MultiPoint""}"
297,5614,SUMMITCREST DR,None,NORBY CRES,None,None,None,2840,909239,,2840,"{""coordinates"": [[-79.53532000040133, 43.684339998360535]], ""type"": ""MultiPoint""}"
298,5616,SURREY AVE,None,HEXHAM DR,None,None,None,2841,110963,,2841,"{""coordinates"": [[-79.30120199662537, 43.737627003038995]], ""type"": ""MultiPoint""}"
299,5619,THIRTY FIRST ST,None,ASH CRES,None,None,JAMES S BELL JR MIDDLE SCHOOL,2842,7287729,,2842,"{""coordinates"": [[-79.52990900323437, 43.594409002156965]], ""type"": ""MultiPoint""}"
300,5621,THISTLE DOWN BLVD,None,JUDHAVEN RD,None,None,ST JOHN VIANNEY CATHOLIC SCHOOL,2843,9779703,,2843,"{""coordinates"": [[-79.55464399819627, 43.738263004248296]], ""type"": ""MultiPoint""}"
301,5622,THORNCLIFFE PARK DR,270m SOUTH OF,OVERLEA BLVD,None,None,EAST INT,2844,30098857,30098856,2844,"{""coordinates"": [[-79.3423689971461, 43.70516199570399]], ""type"": ""MultiPoint""}"
302,5623,THORNCLIFFE PARK DR,605m SOUTH OF,OVERLEA BLVD,None,None,JENNER JEAN-MARIE COMMUNITY REC CENTRE,2845,30035969,,2845,"{""coordinates"": [[-79.34230400069222, 43.702706997311935]], ""type"": ""MultiPoint""}"
303,5624,THORNCLIFFE PARK DR,120m SOUTH OF,MILEPOST PL,None,None,R. V. BURGESS PARK TRL,2846,30098782,30098781,2846,"{""coordinates"": [[-79.34558969117788, 43.702650877403045]], ""type"": ""MultiPoint""}"
304,5626,TIMBERBANK BLVD,None,FLUELLEN DR,None,None,TIMBERBANK JR P.S.,2847,30000648,,2847,"{""coordinates"": [[-79.30742399866209, 43.79096000023053]], ""type"": ""MultiPoint""}"
305,5629,TWENTIETH ST,85m NORTH OF,LAKE SHORE BLVD W,None,None,TWENTIETH STREET JR SCHOOL,2848,914588,,2848,"{""coordinates"": [[-79.5194089962254, 43.59843299623119]], ""type"": ""MultiPoint""}"
306,5630,TWENTY FIRST ST,65m NORTH OF,LAKE SHORE BLVD W,None,None,TWENTIETH STREET JR SCHOOL,2849,914598,,2849,"{""coordinates"": [[-79.52043999535891, 43.5980259962997]], ""type"": ""MultiPoint""}"
307,5631,UNDERHILL DR,95m NORTH OF,ROANOKE RD,None,None,ST CATHERINE CATHOLIC SCHOOL,2850,8292452,,2850,"{""coordinates"": [[-79.32554099411983, 43.742746004472004]], ""type"": ""MultiPoint""}"
308,5632,UNDERHILL DR,20m SOUTH OF,BEVERIDGE DR,None,None,MILNE VALLEY MIDDLE SCHOOL,2851,441427,,2851,"{""coordinates"": [[-79.32620100409443, 43.74750199796409]], ""type"": ""MultiPoint""}"
309,5635,VALERMO DR,None,HALLMARK AVE,None,None,None,2852,914204,,2852,"{""coordinates"": [[-79.54363000598985, 43.60683200404504]], ""type"": ""MultiPoint""}"
310,5638,VAUGHAN RD,None,ARLINGTON AVE,None,None,None,2853,10663526,,2853,"{""coordinates"": [[-79.43174999573826, 43.688829998785906]], ""type"": ""MultiPoint""}"
311,5640,VAUGHAN RD,None,HUMEWOOD DR,None,None,None,2854,8211,,2854,"{""coordinates"": [[-79.42849000240082, 43.68882000370986]], ""type"": ""MultiPoint""}"
312,5642,VAUGHAN RD,None,MAPLEWOOD AVE,None,None,None,2855,8467,,2855,"{""coordinates"": [[-79.42206000278537, 43.68602999627919]], ""type"": ""MultiPoint""}"
313,5643,VICTORIA ST,None,ALEXANDER ST,None,None,DAVID HORNELL PUBLIC SCHOOL,2856,30126207,,2856,"{""coordinates"": [[-79.48879800261454, 43.618774998393256]], ""type"": ""MultiPoint""}"
314,5645,WARREN RD,105m NORTH OF,LONSDALE RD,None,None,THE BISHOP STRACHAN SCHOOL,2857,1139251,,2857,"{""coordinates"": [[-79.40830299933958, 43.690671003589514]], ""type"": ""MultiPoint""}"
315,5646,WELLESLEY ST E,150m EAST OF,YONGE ST,None,None,None,2858,30130900,,2858,"{""coordinates"": [[-79.38270399611486, 43.66532200114703]], ""type"": ""MultiPoint""}"
316,5647,WELLESWORTH DR,110m SOUTH OF,DIXFIELD DR,None,None,WELLESWORTH JR SCHOOL,2859,910913,,2859,"{""coordinates"": [[-79.57698899714856, 43.65605799992239]], ""type"": ""MultiPoint""}"
317,5648,WEST DEANE PARK DR,None,BEAVER BEND CRES,None,None,JOSYF CARDINAL SCHOOL,2860,910564,,2860,"{""coordinates"": [[-79.56587000004608, 43.6599889956951]], ""type"": ""MultiPoint""}"
318,5649,THE WEST MALL,185m SOUTH OF,EVA RD,None,None,None,2861,912527,,2861,"{""coordinates"": [[-79.56405299909945, 43.637687998065026]], ""type"": ""MultiPoint""}"
319,5650,WESTHUMBER BLVD,None,AMORO DR,None,None,None,2862,10158784,,2862,"{""coordinates"": [[-79.57833200244114, 43.72714999642154]], ""type"": ""MultiPoint""}"
320,5651,WESTHUMBER BLVD,None,DELSING DR,None,None,None,2863,30134638,,2863,"{""coordinates"": [[-79.5833419967189, 43.72680200280834]], ""type"": ""MultiPoint""}"
321,5653,THE WESTWAY,None,CELESTINE DR,None,None,DIXON GROVE JR MIDDLE SCHOOL,2864,909200,,2864,"{""coordinates"": [[-79.55692900121569, 43.68538799640886]], ""type"": ""MultiPoint""}"
322,5655,WICKSON TRL,None,QUANTRELL TRL,LOWRY SQ,None,None,2865,104613,,2865,"{""coordinates"": [[-79.21201599425417, 43.803403002426904]], ""type"": ""MultiPoint""}"
323,5658,WILLOWDALE AVE,None,ELMWOOD AVE,None,None,None,2866,439051,,2866,"{""coordinates"": [[-79.40170000224683, 43.76889000323936]], ""type"": ""MultiPoint""}"
324,5659,WILLOWDALE AVE,None,MCKEE AVE,None,None,None,2867,438273,,2867,"{""coordinates"": [[-79.40434000043926, 43.77509999813505]], ""type"": ""MultiPoint""}"
325,5661,WILLOWDALE AVE,None,PARKVIEW AVE,None,None,None,2868,30134638,,2868,"{""coordinates"": [[-79.40356199654306, 43.77322700298752]], ""type"": ""MultiPoint""}"
326,5663,WINCOTT DR,None,PETTIT DR,None,None,SILVER CREEK PARK,2869,909340,,2869,"{""coordinates"": [[-79.54590499884402, 43.68216399672286]], ""type"": ""MultiPoint""}"
327,5664,WINDERMERE AVE,None,ST OLAVES RD,None,None,SWANSEA JR & SR PUBLIC SCHOOL,2870,7632578,,2870,"{""coordinates"": [[-79.47630800323404, 43.64267300412334]], ""type"": ""MultiPoint""}"
328,5667,YONGE BLVD,None,DUNSTER AVE,None,None,None,2871,7123174,,2871,"{""coordinates"": [[-79.41329000251089, 43.73956000106651]], ""type"": ""MultiPoint""}"
329,5668,YORK MILLS RD,None,NESS DR,None,None,SAINTE-MADELEINE ELEMENTARY,2872,439609,,2872,"{""coordinates"": [[-79.32280000146781, 43.761811996622725]], ""type"": ""MultiPoint""}"
330,5672,RATHBURN RD,135m EAST OF,MEADOWBANK RD,None,None,IN FRONT OF 337 RATHBURN RD,2873,8105744,,2873,"{""coordinates"": [[-79.55903700332973, 43.656184996186816]], ""type"": ""MultiPoint""}"
331,5673,ROYAL YORK RD,45m NORTH OF,CONEY RD,None,None,BISHOP ALLEN ACADEMY,2874,10142922,,2874,"{""coordinates"": [[-79.50595000243715, 43.63436000046783]], ""type"": ""MultiPoint""}"
332,5674,THE KINGSWAY,65m NORTH OF,LAMBETH RD,None,HUMBERTOWN PLAZA,None,2875,11048057,,2875,"{""coordinates"": [[-79.51863400502309, 43.66146800316611]], ""type"": ""MultiPoint""}"
333,5676,COSBURN AVE,None,ROOSEVELT RD,None,None,COSBURN MIDDLE SCHOOL,2876,7794467,,2876,"{""coordinates"": [[-79.3309300003969, 43.6935299981935]], ""type"": ""MultiPoint""}"
334,5677,BEECROFT RD,165m SOUTH OF,PARK HOME AVE,None,None,None,2877,14659522,,2877,"{""coordinates"": [[-79.41571800330286, 43.767104997334634]], ""type"": ""MultiPoint""}"
335,5680,DAWES RD,None,DENTONIA PARK AVE,None,None,None,2878,3111332,,2878,"{""coordinates"": [[-79.29705000286313, 43.69208999941056]], ""type"": ""MultiPoint""}"
336,5681,CONSUMERS RD,365m WEST OF,HALLCROWN PL,None,None,IN FRONT OF 420 CONSUMERS RD,2879,438663,,2879,"{""coordinates"": [[-79.32715800095288, 43.77071599966728]], ""type"": ""MultiPoint""}"
337,5682,DENLOW BLVD,None,HAMLET GT,None,None,DAYSTROM PUBLIC SCHOOL,2880,441685,,2880,"{""coordinates"": [[-79.36405999414697, 43.74523599699345]], ""type"": ""MultiPoint""}"
338,5684,FAYWOOD BLVD,None,BAINBRIDGE AVE,None,None,None,2881,20045915,,2881,"{""coordinates"": [[-79.4497199991206, 43.74817999790167]], ""type"": ""MultiPoint""}"
339,5685,GOSFORD BLVD,110m NORTH OF,ARTECH CRT,None,None,GOSFORD PUBLIC SCHOOL,2882,11267531,,2882,"{""coordinates"": [[-79.52110799431087, 43.763617002190585]], ""type"": ""MultiPoint""}"
340,5686,GRENOBLE DR,65m SOUTH OF,VENDOME PL,None,None,None,2883,30093203,,2883,"{""coordinates"": [[-79.32778999739398, 43.71508999627691]], ""type"": ""MultiPoint""}"
341,5687,FENELON DR,None,KAREN RD,None,#135 FENLON DR,None,2884,439507,,2884,"{""coordinates"": [[-79.33879199716411, 43.762973996645165]], ""type"": ""MultiPoint""}"
342,5691,OLD FINCH AVE,None,LITTLES RD,None,None,HERITAGE PARK P.S.,2885,30074026,,2885,"{""coordinates"": [[-79.20633800393239, 43.821045004490585]], ""type"": ""MultiPoint""}"
343,5693,YORKLAND RD,45m SOUTH OF,YORKLAND BLVD,None,None,None,2886,30096399,,2886,"{""coordinates"": [[-79.33605000195396, 43.772540000616054]], ""type"": ""MultiPoint""}"
344,5695,YORKWOODS GT,165m EAST OF,JANE ST,None,None,YORKWOODS GATE PUBLIC SCHOOL,2887,30102677,,2887,"{""coordinates"": [[-79.51405099671881, 43.75117400251323]], ""type"": ""MultiPoint""}"
345,5696,ALTON TOWERS CRCL,175m SOUTH OF,GOLDHAWK TRL,None,None,"NORTH INT, GOLDHAWK LIBRARY",2888,30021288,,2888,"{""coordinates"": [[-79.27782400392789, 43.82455900218635]], ""type"": ""MultiPoint""}"
346,5698,BONIS AVE,None,CARABOB CRT,KING HENRYS BLVD,None,None,2889,30097367,,2889,"{""coordinates"": [[-79.29709400174117, 43.78415100030103]], ""type"": ""MultiPoint""}"
347,5700,GUILDWOOD PKWY,None,CHANCERY LANE,None,None,SIR WILFRED LAURIER COLLEGIATE,2890,110088,,2890,"{""coordinates"": [[-79.19599200533686, 43.74823500292985]], ""type"": ""MultiPoint""}"
348,5701,GUILDWOOD PKWY,40m WEST OF,SCHUBERT DR,None,None,JACK MINOR SR P.S.,2891,109865,,2891,"{""coordinates"": [[-79.18677000375715, 43.750236002195045]], ""type"": ""MultiPoint""}"
349,5702,HIGHVIEW AVE,40m EAST OF,SOUTH WOODROW BLVD,None,None,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,2892,112688,,2892,"{""coordinates"": [[-79.26045299540745, 43.70101299561915]], ""type"": ""MultiPoint""}"
350,5703,HUNTINGWOOD DR,170m WEST OF,MOLLARD RD,None,HENRY KELSEY SR PUBLIC SCHOOL,None,2893,30002254,,2893,"{""coordinates"": [[-79.27773499794257, 43.798144999783744]], ""type"": ""MultiPoint""}"
351,5710,CHAPLIN CRES,180m SOUTHEAST OF,ROSELAWN AVE,None,None,N/W END MEMORIAL PARK AT SPORTS TRACK,2894,30069986,,2894,"{""coordinates"": [[-79.42263899768305, 43.704543999687864]], ""type"": ""MultiPoint""}"
352,5711,DUFFERIN ST,None,MELBOURNE AVE,None,None,None,2895,14036227,13468186,2895,"{""coordinates"": [[-79.42800599986148, 43.640598999455854]], ""type"": ""MultiPoint""}"
353,5712,THE ESPLANADE,110m EAST OF,PRINCESS ST,None,None,MARKET LANE PUBLIC SCHOOL,2896,30126337,,2896,"{""coordinates"": [[-79.36478899882462, 43.64960700376861]], ""type"": ""MultiPoint""}"
354,5713,GREENWOOD AVE,None,ATHLETIC AVE,None,None,None,2897,1142034,,2897,"{""coordinates"": [[-79.32741999946094, 43.66953999683494]], ""type"": ""MultiPoint""}"
355,5714,ST CLAIR AVE E,60m WEST OF,MARILYN CRES,None,None,PRESTEIGN HEIGHTS ELEMENTARY,2898,656,,2898,"{""coordinates"": [[-79.3171350024259, 43.70475899630454]], ""type"": ""MultiPoint""}"
356,5716,MOUNTJOY AVE,60m WEST OF,LAMB AVE,None,None,GREENWOOD SECONDARY SCHOOL,2899,30107983,,2899,"{""coordinates"": [[-79.3294019970782, 43.68040899700297]], ""type"": ""MultiPoint""}"
357,5718,RIVER ST,None,OAK ST,None,None,None,2900,30104671,13464678,2900,"{""coordinates"": [[-79.35868700463371, 43.6624150001001]], ""type"": ""MultiPoint""}"
358,5719,RONCESVALLES AVE,None,GALLEY AVE,None,None,None,2901,8008155,13467938,2901,"{""coordinates"": [[-79.44770400616143, 43.64282999578447]], ""type"": ""MultiPoint""}"
359,5721,BLAKE ST,110m NORTH OF,BOULTBEE AVE,None,None,None,2902,14045103,,2902,"{""coordinates"": [[-79.33858000552519, 43.67339000152116]], ""type"": ""MultiPoint""}"
360,5723,VAUGHAN RD,None,ONSLOW CRES,None,None,None,2903,7889,,2903,"{""coordinates"": [[-79.44305999522723, 43.693479997031716]], ""type"": ""MultiPoint""}"
361,5726,BRIDLETOWNE CRCL,65m NORTH OF,HUNTINGDALE BLVD,None,None,None,2904,105432,,2904,"{""coordinates"": [[-79.3192559959178, 43.79760600234167]], ""type"": ""MultiPoint""}"
362,5727,CELESTINE DR,None,LUDSTONE DR,None,None,None,2905,908907,,2905,"{""coordinates"": [[-79.5618969994282, 43.69209099602196]], ""type"": ""MultiPoint""}"
363,5729,ALTON TOWERS CRCL,None,INGLETON BLVD,None,None,None,2906,11702641,,2906,"{""coordinates"": [[-79.27240999448003, 43.82312300031965]], ""type"": ""MultiPoint""}"
364,5731,NORTH YORK BLVD,160m WEST OF,YONGE ST,None,None,NORTH YORK CIVIC CENTRE,2907,30074318,,2907,"{""coordinates"": [[-79.41428500345759, 43.7665880022075]], ""type"": ""MultiPoint""}"
365,5732,SENLAC RD,None,BURNETT AVE,None,None,None,2908,7118475,,2908,"{""coordinates"": [[-79.42391999674271, 43.76220999559152]], ""type"": ""MultiPoint""}"
366,5734,GOSFORD BLVD,145m NORTH OF,SHOREHAM DR,None,None,JOHN BOOTH MEMORIAL ARENA,2909,30092669,,2909,"{""coordinates"": [[-79.52337499716977, 43.769542000233834]], ""type"": ""MultiPoint""}"
367,5735,HAWKSBURY DR,105m NORTH OF,SHEPPARD AVE E,None,None,BAYVIEW VILLAGE,2910,439041,,2910,"{""coordinates"": [[-79.3834039992332, 43.768753996892016]], ""type"": ""MultiPoint""}"
368,5737,ATTWELL DR,110m NORTH OF,MCLACHLAN DR,None,None,None,2911,8327418,,2911,"{""coordinates"": [[-79.58892400299573, 43.6942349975702]], ""type"": ""MultiPoint""}"
369,5738,FENMAR DR,120m EAST OF,ORMONT DR,None,None,None,2912,10948223,,2912,"{""coordinates"": [[-79.5547980056202, 43.761988995614374]], ""type"": ""MultiPoint""}"
370,5739,WYNFORD DR,150m EAST OF,GARAMOND CRT,None,None,None,2913,444094,,2913,"{""coordinates"": [[-79.3319949949825, 43.72641699807027]], ""type"": ""MultiPoint""}"
371,5740,HUNTINGWOOD DR,None,BELGREEN AVE,None,None,None,2914,105579,,2914,"{""coordinates"": [[-79.29060200540168, 43.795505000783606]], ""type"": ""MultiPoint""}"
372,5744,CANMORE BLVD,None,HALFMOON SQ,None,None,MORRISH P.S.,2915,105628,,2915,"{""coordinates"": [[-79.17921200389056, 43.793837995585385]], ""type"": ""MultiPoint""}"
373,5749,BAMBURGH CRCL,205m NORTH OF,SHARROWBAY CRT,None,None,ST HENRY CATHOLIC SCHOOL,2916,30021623,,2916,"{""coordinates"": [[-79.32690000182347, 43.813460003283986]], ""type"": ""MultiPoint""}"
374,5750,ATTWELL DR,80m WEST OF,MARMAC DR,None,None,None,2917,908647,,2917,"{""coordinates"": [[-79.59102799692104, 43.69627399685238]], ""type"": ""MultiPoint""}"
375,5751,HUMBERWOOD BLVD,25m NORTH OF,PINECONE DR,None,None,HUMBERWOOD DOWNS JR MIDDLE SCHOOL,2918,30003276,,2918,"{""coordinates"": [[-79.62015300387039, 43.72888999877466]], ""type"": ""MultiPoint""}"
376,5754,VICTORIA PARK AVE,None,SWANWICK AVE,None,None,None,2919,113203,,2919,"{""coordinates"": [[-79.28582000131621, 43.6851300036424]], ""type"": ""MultiPoint""}"
377,5758,NEILSON RD,155m SOUTH OF,ELLESMERE RD,None,None,ROUGE VALLEY HEALTH SYSTEM,2920,107096,,2920,"{""coordinates"": [[-79.20435399548134, 43.78127700183909]], ""type"": ""MultiPoint""}"
378,5762,ARMOURY ST,None,CENTRE AVE,None,None,None,2921,1144851,,2921,"{""coordinates"": [[-79.38632000044873, 43.653439997736456]], ""type"": ""MultiPoint""}"
379,5764,COLLEGE ST,None,SHERIDAN AVE,None,None,None,2922,1145237,13466494,2922,"{""coordinates"": [[-79.43458400486344, 43.65214699946466]], ""type"": ""MultiPoint""}"
380,5765,CUMBERLAND ST,150m EAST OF,AVENUE RD,None,None,OLD YORK LANE,2923,60001522,,2923,"{""coordinates"": [[-79.39268100091827, 43.669967003690296]], ""type"": ""MultiPoint""}"
381,5766,DELISLE AVE,170m WEST OF,YONGE ST,None,None,None,2924,1139360,,2924,"{""coordinates"": [[-79.39657299524595, 43.68871200390716]], ""type"": ""MultiPoint""}"
382,5769,GERRARD ST E,None,GOLFVIEW AVE,None,None,None,2925,1139879,,2925,"{""coordinates"": [[-79.30856999859124, 43.68192000351013]], ""type"": ""MultiPoint""}"
383,5772,RONCESVALLES AVE,None,NEEPAWA AVE,MARMADUKE ST,None,None,2926,8030731,13466804,2926,"{""coordinates"": [[-79.45065899621474, 43.65045000347063]], ""type"": ""MultiPoint""}"
384,5773,WALMER RD,125m NORTH OF,BLOOR ST W,None,None,None,2927,10759044,,2927,"{""coordinates"": [[-79.40582600024598, 43.66739699780754]], ""type"": ""MultiPoint""}"
385,5774,COXWELL AVE,90m NORTH OF,ROBBINS AVE,None,None,None,2928,60006309,,2928,"{""coordinates"": [[-79.31835000519033, 43.670680004018784]], ""type"": ""MultiPoint""}"
386,5775,COLONEL SAMUEL SMITH PARK DR,170m SOUTH OF,LAKE SHORE BLVD W,None,None,HUMBER COLLEGE,2929,60013885,,2929,"{""coordinates"": [[-79.51626399681575, 43.59667999645337]], ""type"": ""MultiPoint""}"
387,5777,BEDFORD PARK AVE,150m WEST OF,YONGE ST,None,None,BLESSED SACRAMENT SCHOOL,2930,14036649,,2930,"{""coordinates"": [[-79.4042589969465, 43.727138000367546]], ""type"": ""MultiPoint""}"
388,5778,SCARBOROUGH GOLF CLUB RD,None,GATESVIEW AVE,None,None,None,2931,110087,,2931,"{""coordinates"": [[-79.21026999971306, 43.74812000320808]], ""type"": ""MultiPoint""}"
389,5779,GREENBRAE CRCT,None,SEDGEMOUNT DR,None,None,#35 GREENBRAE CRCT,2932,109283,,2932,"{""coordinates"": [[-79.23208500015961, 43.75928600283634]], ""type"": ""MultiPoint""}"
390,5780,STEINWAY BLVD,105m WEST OF,SIGNAL HILL AVE,None,None,None,2933,9487234,,2933,"{""coordinates"": [[-79.6252050039793, 43.75024600020238]], ""type"": ""MultiPoint""}"
391,5781,WASHBURN WAY,None,NAHANNI TER,None,None,DR. MARION HILLIARD SR P.S.,2934,104718,,2934,"{""coordinates"": [[-79.22443199481825, 43.8025780035403]], ""type"": ""MultiPoint""}"
392,5782,SENTINEL RD,None,FOUNTAINHEAD RD,None,None,None,2935,10071086,,2935,"{""coordinates"": [[-79.50052199778148, 43.76235600305784]], ""type"": ""MultiPoint""}"
393,5783,GRANDRAVINE DR,210m EAST OF,JANE ST,None,None,OAKDALE PARK MIDDLE SCHOOL,2936,30100305,,2936,"{""coordinates"": [[-79.5124860049194, 43.74771999889426]], ""type"": ""MultiPoint""}"
394,5784,QUEEN ST E,None,LOCKWOOD RD,SARAH ASHBRIDGE AVE,None,None,2937,1142260,,2937,"{""coordinates"": [[-79.30912700456305, 43.66801099705453]], ""type"": ""MultiPoint""}"
395,5785,WOODBINE AVE,None,CASSELS AVE,None,None,None,2938,1140438,,2938,"{""coordinates"": [[-79.3099959940572, 43.679001997209696]], ""type"": ""MultiPoint""}"
396,5786,HUPFIELD TRL,None,LADY BOWER CRES,None,None,MARY SHADD PS,2939,6947409,,2939,"{""coordinates"": [[-79.21919100415361, 43.81452799626514]], ""type"": ""MultiPoint""}"
397,5787,BONIS AVE,360m WEST OF,KENNEDY RD,None,None,AGINCOURT LIBRARY,2940,30097367,,2940,"{""coordinates"": [[-79.29350299761182, 43.78567800395746]], ""type"": ""MultiPoint""}"
398,5788,GERRARD ST E,None,BLANTYRE AVE,None,None,None,2941,8264101,,2941,"{""coordinates"": [[-79.28405600055768, 43.68745599662811]], ""type"": ""MultiPoint""}"
399,5789,PROGRESS AVE,None,ROSEBANK DR,None,None,None,2942,30063044,30063042,2942,"{""coordinates"": [[-79.23406900419724, 43.79220199613248]], ""type"": ""MultiPoint""}"
400,5790,MOATFIELD DR,160m EAST OF,VALLEYBROOK DR,None,None,None,2943,11415001,,2943,"{""coordinates"": [[-79.35182399874886, 43.760349003915124]], ""type"": ""MultiPoint""}"
401,5792,DAVISVILLE AVE,195m EAST OF,YONGE ST,None,None,DAVISVILLE JR PS,2944,11272480,,2944,"{""coordinates"": [[-79.39423200576225, 43.698804999817675]], ""type"": ""MultiPoint""}"
402,5793,GATEWAY BLVD,280m EAST OF,DON MILLS RD,None,None,None,2945,445767,,2945,"{""coordinates"": [[-79.33107899425251, 43.710779996859806]], ""type"": ""MultiPoint""}"
403,5795,SHAUGHNESSY BLVD,65m SOUTH OF,NYMARK AVE,None,None,#185 SHAUGNESSY,2946,9962852,,2946,"{""coordinates"": [[-79.35499999682825, 43.781150000792046]], ""type"": ""MultiPoint""}"
404,5796,SHERBOURNE ST,None,EARL ST,None,None,None,2947,7731355,13463693,2947,"{""coordinates"": [[-79.37539300225806, 43.668745997132184]], ""type"": ""MultiPoint""}"
