,datetime,Time,Vehicle,Gap,Headway,Schedule,Destination,day,day of the week,stop,stopID,Riders after stop,sch_adherence,bunched_or_gapped,mins delayed,bunched,gapped,morning_peak,midday,afternoon_peak,early_eve,late_eve,overnight,morning_peak_bunches,midday_bunches,afternoon_peak_bunches,early_eve_bunches,late_eve_bunches,morning_peak_gaps,midday_gaps,afternoon_peak_gaps,early_eve_gaps,late_eve_gaps,bound,bound_ordinal,_row_id,cond_sum,prev3hr_delays,prev_bunches
776815,2025-12-11 09:40:33,0 days 09:40:33,4446.0,0 days 00:05:26,9:12,3:23 ahead of 9:43:56AM,West to High Park,2025-12-11,3,St Matthews Rd,1447,,-3.3833333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,776815,0.0,0.0,0.0
776816,2025-12-11 09:40:37,0 days 09:40:37,4608.0,0 days 00:06:29,9:20,1:48 behind 9:38:49AM,West to High Park,2025-12-11,3,Parliament St,10427,,1.8,0,1.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776816,2.0,229.75,0.0
776817,2025-12-11 09:41:33,0 days 09:41:33,4467.0,0 days 00:07:21,9:43,2:17 ahead of 9:43:50AM,West to High Park,2025-12-11,3,Bowmore Rd,10003,,-2.283333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,776817,0.0,0.0,0.0
776818,2025-12-11 09:41:38,0 days 09:41:38,4608.0,0 days 00:06:36,9:22,1:12 behind 9:40:26AM,West to High Park,2025-12-11,3,Parliament St at Carlton St,4615,,1.2,0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,776818,3.0,348.6,0.0
776819,2025-12-11 09:41:38,0 days 09:41:38,4446.0,0 days 00:04:55,9:12,4:04 ahead of 9:45:42AM,West to High Park,2025-12-11,3,River St,10648,,-4.066666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,776819,1.0,118.28333333333332,0.0
776820,2025-12-11 09:41:46,0 days 09:41:46,4493.0,0 days 00:13:04,9:30,1:45 ahead of 9:43:31AM,West to High Park,2025-12-11,3,Prust Ave,5053,,-1.75,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,776820,2.0,343.96666666666664,0.0
776821,2025-12-11 09:42:40,0 days 09:42:40,4423.0,0 days 00:20:44,10:00,10:15 behind 9:32:25AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,10.25,1,10.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,55.0,776821,0.0,0.0,0.0
776822,2025-12-11 09:43:10,0 days 09:43:10,4467.0,0 days 00:07:10,9:39,2:33 ahead of 9:45:43AM,West to High Park,2025-12-11,3,Gerrard St East  at Coxwell Ave,8206,,-2.55,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,776822,0.0,71.88333333333333,0.0
776823,2025-12-11 09:43:34,0 days 09:43:34,4605.0,0 days 00:00:24,10:00,1:09 behind 9:42:25AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,1.15,-1,1.15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,W,55.0,776823,0.0,0.0,0.0
776824,2025-12-11 09:44:38,0 days 09:44:38,4446.0,0 days 00:03:34,9:12,4:11 ahead of 9:48:49AM,West to High Park,2025-12-11,3,Parliament St,10427,,-4.183333333333334,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776824,2.0,229.75,0.0
776825,2025-12-11 09:45:02,0 days 09:45:02,4423.0,0 days 00:21:31,10:00,11:11 behind 9:33:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,11.183333333333334,1,11.183333333333334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,56.0,776825,2.0,63.81666666666667,0.0
776826,2025-12-11 09:45:38,0 days 09:45:38,4605.0,0 days 00:00:36,10:00,1:47 behind 9:43:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,1.7833333333333334,-1,1.7833333333333334,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,W,56.0,776826,2.0,63.81666666666667,0.0
776827,2025-12-11 09:45:41,0 days 09:45:41,4467.0,0 days 00:07:38,9:36,1:09 ahead of 9:46:50AM,West to High Park,2025-12-11,3,Coxwell Ave at Lower Gerrard St East,2615,,-1.15,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,776827,0.0,140.15,0.0
776828,2025-12-11 09:45:59,0 days 09:45:59,4446.0,0 days 00:03:52,9:14,4:28 ahead of 9:50:27AM,West to High Park,2025-12-11,3,Parliament St at Carlton St,4615,,-4.466666666666667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,776828,3.0,348.2333333333333,0.0
776829,2025-12-11 09:46:05,0 days 09:46:05,4423.0,0 days 00:21:28,10:00,11:16 behind 9:34:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,11.266666666666667,1,11.266666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,57.0,776829,4.0,127.26666666666668,0.0
776830,2025-12-11 09:46:39,0 days 09:46:39,4605.0,0 days 00:00:34,10:00,1:50 behind 9:44:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,1.8333333333333333,-1,1.8333333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,W,57.0,776830,4.0,127.26666666666668,0.0
776831,2025-12-11 09:47:03,0 days 09:47:03,4467.0,0 days 00:07:55,9:36,0:57 ahead of 9:48:00AM,West to High Park,2025-12-11,3,Ashdale Ave,5884,,-0.95,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,776831,0.0,234.88333333333333,0.0
776832,2025-12-11 09:47:03,0 days 09:47:03,4423.0,0 days 00:20:58,10:00,11:31 behind 9:35:32AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,11.516666666666667,1,11.516666666666667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,58.0,776832,6.0,197.2333333333333,0.0
776833,2025-12-11 09:47:34,0 days 09:47:34,4605.0,0 days 00:00:31,10:00,2:02 behind 9:45:32AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,2.033333333333333,-1,2.033333333333333,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,W,58.0,776833,6.0,197.2333333333333,0.0
776834,2025-12-11 09:48:05,0 days 09:48:05,4612.0,0 days 00:15:57,9:48,3:27 behind 9:44:38AM,West to High Park,2025-12-11,3,Havelock St,6811,,3.45,0,3.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,776834,0.0,0.0,0.0
776835,2025-12-11 09:48:10,0 days 09:48:10,4467.0,0 days 00:08:28,9:36,0:40 ahead of 9:48:50AM,West to High Park,2025-12-11,3,Woodfield Rd,11337,,-0.6666666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,776835,1.0,325.4833333333333,0.0
776836,2025-12-11 09:48:34,0 days 09:48:34,4411.0,0 days 00:11:03,9:54,0:04 ahead of 9:48:38AM,West to High Park,2025-12-11,3,Main St at Gerrard St East,4563,,-0.0666666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,776836,0.0,2.9666666666666663,0.0
776837,2025-12-11 09:50:09,0 days 09:50:09,4467.0,0 days 00:08:01,9:36,1:27 ahead of 9:51:36AM,West to High Park,2025-12-11,3,Prust Ave,5053,,-1.45,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,776837,2.0,342.83333333333337,0.0
776838,2025-12-11 09:51:42,0 days 09:51:42,4493.0,0 days 00:11:09,9:24,2:14 ahead of 9:53:56AM,West to High Park,2025-12-11,3,St Matthews Rd,1447,,-2.2333333333333334,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,776838,0.0,0.0,0.0
776839,2025-12-11 09:53:19,0 days 09:53:19,4493.0,0 days 00:11:41,9:24,2:21 ahead of 9:55:40AM,West to High Park,2025-12-11,3,River St,10648,,-2.35,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,776839,1.0,118.28333333333332,0.0
776840,2025-12-11 09:54:20,0 days 09:54:20,4411.0,0 days 00:12:47,9:46,0:30 behind 9:53:50AM,West to High Park,2025-12-11,3,Bowmore Rd,10003,,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,776840,0.0,0.0,0.0
776841,2025-12-11 09:55:02,0 days 09:55:02,4643.0,0 days 00:06:57,9:36,0:24 behind 9:54:38AM,West to High Park,2025-12-11,3,Havelock St,6811,,0.4,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,776841,0.0,0.0,0.0
776842,2025-12-11 09:55:42,0 days 09:55:42,4411.0,0 days 00:12:10,9:39,0:01 ahead of 9:55:43AM,West to High Park,2025-12-11,3,Gerrard St East  at Coxwell Ave,8206,,-0.0166666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,776842,0.0,72.38333333333333,0.0
776843,2025-12-11 09:56:47,0 days 09:56:47,4612.0,0 days 00:12:43,9:48,4:22 behind 9:52:25AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,4.366666666666666,0,4.366666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,776843,0.0,0.0,0.0
776844,2025-12-11 09:57:10,0 days 09:57:10,4411.0,0 days 00:11:29,9:40,0:24 behind 9:56:46AM,West to High Park,2025-12-11,3,Coxwell Ave at Lower Gerrard St East,2615,,0.4,0,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,776844,0.0,140.64999999999998,0.0
776845,2025-12-11 09:58:08,0 days 09:58:08,4612.0,0 days 00:12:30,9:48,4:17 behind 9:53:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,4.283333333333333,0,4.283333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,776845,2.0,68.18333333333334,0.0
776846,2025-12-11 09:58:24,0 days 09:58:24,4509.0,0 days 00:08:50,9:54,0:13 ahead of 9:58:37AM,West to High Park,2025-12-11,3,Main St at Gerrard St East,4563,,-0.2166666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,776846,0.0,2.9666666666666663,0.0
776847,2025-12-11 09:58:52,0 days 09:58:52,4493.0,0 days 00:13:52,9:30,0:03 behind 9:58:49AM,West to High Park,2025-12-11,3,Parliament St,10427,,0.05,0,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776847,2.0,223.48333333333332,0.0
776848,2025-12-11 09:58:56,0 days 09:58:56,4411.0,0 days 00:11:53,9:40,0:56 behind 9:58:00AM,West to High Park,2025-12-11,3,Ashdale Ave,5884,,0.9333333333333332,0,0.9333333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,776848,0.0,235.78333333333333,0.0
776849,2025-12-11 09:59:38,0 days 09:59:38,4612.0,0 days 00:12:59,9:48,4:49 behind 9:54:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,4.816666666666666,0,4.816666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,776849,4.0,135.91666666666666,0.0
776850,2025-12-11 09:59:43,0 days 09:59:43,4411.0,0 days 00:11:33,9:40,0:54 behind 9:58:49AM,West to High Park,2025-12-11,3,Woodfield Rd,11337,,0.9,0,0.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,776850,1.0,327.31666666666666,0.0
776851,2025-12-11 10:00:17,0 days 10:00:17,4493.0,0 days 00:14:18,9:32,0:02 ahead of 10:00:19AM,West to High Park,2025-12-11,3,Parliament St at Carlton St,4615,,-0.0333333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,776851,3.0,342.01666666666665,0.0
776852,2025-12-11 10:00:20,0 days 10:00:20,4612.0,0 days 00:12:11,9:48,4:46 behind 9:55:34AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,4.766666666666667,0,4.766666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,776852,6.0,210.7,0.0
776853,2025-12-11 10:01:47,0 days 10:01:47,4467.0,0 days 00:09:32,9:36,0:11 ahead of 10:01:58AM,West to High Park,2025-12-11,3,St Matthews Rd,1447,,-0.1833333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,776853,0.0,0.0,0.0
776854,2025-12-11 10:01:47,0 days 10:01:47,4411.0,0 days 00:11:38,9:40,0:05 behind 10:01:42AM,West to High Park,2025-12-11,3,Prust Ave,5053,,0.0833333333333333,0,0.0833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,776854,2.0,345.0666666666667,0.0
776855,2025-12-11 10:02:19,0 days 10:02:19,4643.0,0 days 00:05:32,9:40,0:08 ahead of 10:02:27AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,-0.1333333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,776855,0.0,0.0,0.0
776856,2025-12-11 10:02:48,0 days 10:02:48,4467.0,0 days 00:09:02,9:36,0:47 ahead of 10:03:35AM,West to High Park,2025-12-11,3,River St,10648,,-0.7833333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,776856,1.0,112.01666666666668,0.0
776857,2025-12-11 10:03:04,0 days 10:03:04,4509.0,0 days 00:08:44,9:43,0:46 ahead of 10:03:50AM,West to High Park,2025-12-11,3,Bowmore Rd,10003,,-0.7666666666666667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,776857,0.0,0.0,0.0
776858,2025-12-11 10:03:52,0 days 10:03:52,4643.0,0 days 00:05:06,9:36,0:01 behind 10:03:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,0.0166666666666666,0,0.0166666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,776858,2.0,68.18333333333334,0.0
776859,2025-12-11 10:04:23,0 days 10:04:23,4509.0,0 days 00:08:05,9:39,1:20 ahead of 10:05:43AM,West to High Park,2025-12-11,3,Gerrard St East  at Coxwell Ave,8206,,-1.3333333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,776859,0.0,72.38333333333334,0.0
776860,2025-12-11 10:04:46,0 days 10:04:46,4643.0,0 days 00:05:08,9:40,0:03 ahead of 10:04:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,-0.05,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,776860,4.0,135.93333333333334,0.0
776861,2025-12-11 10:05:24,0 days 10:05:24,4643.0,0 days 00:04:33,9:40,0:08 ahead of 10:05:32AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,-0.1333333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,776861,6.0,210.7166666666667,0.0
776862,2025-12-11 10:05:43,0 days 10:05:43,4467.0,0 days 00:06:30,9:36,1:00 ahead of 10:06:43AM,West to High Park,2025-12-11,3,Parliament St,10427,,-1.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776862,2.0,216.95,0.0
776863,2025-12-11 10:06:55,0 days 10:06:55,4509.0,0 days 00:09:03,9:40,0:05 behind 10:06:50AM,West to High Park,2025-12-11,3,Coxwell Ave at Lower Gerrard St East,2615,,0.0833333333333333,0,0.0833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,776863,0.0,140.65,0.0
776864,2025-12-11 10:06:56,0 days 10:06:56,4430.0,0 days 00:08:32,10:00,1:48 ahead of 10:08:44AM,West to High Park,2025-12-11,3,Main St at Gerrard St East,4563,,-1.8,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,776864,0.0,2.9666666666666663,0.0
776865,2025-12-11 10:07:26,0 days 10:07:26,4467.0,0 days 00:06:34,9:38,1:11 ahead of 10:08:37AM,West to High Park,2025-12-11,3,Parliament St at Carlton St,4615,,-1.1833333333333331,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,776865,3.0,328.53333333333336,0.0
776866,2025-12-11 10:08:15,0 days 10:08:15,4509.0,0 days 00:09:07,9:40,0:15 behind 10:08:00AM,West to High Park,2025-12-11,3,Ashdale Ave,5884,,0.25,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,776866,0.0,235.8666666666667,0.0
776867,2025-12-11 10:08:46,0 days 10:08:46,4509.0,0 days 00:09:03,9:36,0:03 ahead of 10:08:49AM,West to High Park,2025-12-11,3,Woodfield Rd,11337,,-0.05,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,776867,1.0,326.85,0.0
776868,2025-12-11 10:10:53,0 days 10:10:53,4509.0,0 days 00:09:06,9:36,0:37 ahead of 10:11:30AM,West to High Park,2025-12-11,3,Prust Ave,5053,,-0.6166666666666667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,776868,2.0,344.6,0.0
776869,2025-12-11 10:12:25,0 days 10:12:25,4495.0,,10:00,Scheduled at 10:12:25AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,776869,0.0,0.0,0.0
776870,2025-12-11 10:12:38,0 days 10:12:38,4411.0,0 days 00:10:51,9:40,0:42 behind 10:11:56AM,West to High Park,2025-12-11,3,St Matthews Rd,1447,,0.7,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,776870,0.0,0.0,0.0
776871,2025-12-11 10:13:21,0 days 10:13:21,4411.0,0 days 00:09:59,9:36,0:19 ahead of 10:13:40AM,West to High Park,2025-12-11,3,River St,10648,,-0.3166666666666666,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,776871,1.0,112.71666666666668,0.0
776872,2025-12-11 10:13:40,0 days 10:13:40,4526.0,0 days 00:18:38,9:40,0:02 behind 10:13:38AM,West to High Park,2025-12-11,3,Havelock St,6811,,0.0333333333333333,0,0.0333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,776872,0.0,0.0,0.0
776873,2025-12-11 10:13:51,0 days 10:13:51,4495.0,,10:00,Scheduled at 10:13:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,56.0,776873,2.0,68.18333333333334,0.0
776874,2025-12-11 10:14:26,0 days 10:14:26,4430.0,0 days 00:11:22,10:00,0:40 behind 10:13:46AM,West to High Park,2025-12-11,3,Bowmore Rd,10003,,0.6666666666666666,0,0.6666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,8.0,776874,0.0,0.0,0.0
776875,2025-12-11 10:14:49,0 days 10:14:49,4495.0,,10:00,Scheduled at 10:14:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,57.0,776875,4.0,135.93333333333334,0.0
776876,2025-12-11 10:15:32,0 days 10:15:32,4495.0,,10:00,Scheduled at 10:15:32AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,776876,6.0,210.71666666666664,0.0
776877,2025-12-11 10:15:42,0 days 10:15:42,4409.0,0 days 00:00:52,10:00,8:08 ahead of 10:23:50AM,West to High Park,2025-12-11,3,Bowmore Rd,10003,,-8.133333333333333,-1,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,W,8.0,776877,0.0,0.0,0.0
776878,2025-12-11 10:15:53,0 days 10:15:53,4430.0,0 days 00:10:35,10:00,0:07 behind 10:15:46AM,West to High Park,2025-12-11,3,Gerrard St East  at Coxwell Ave,8206,,0.1166666666666666,0,0.1166666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,776878,1.0,73.05,0.0
776879,2025-12-11 10:16:49,0 days 10:16:49,4411.0,0 days 00:11:06,9:40,0:00 behind 10:16:49AM,West to High Park,2025-12-11,3,Parliament St,10427,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776879,2.0,217.65,0.0
776880,2025-12-11 10:16:52,0 days 10:16:52,4430.0,0 days 00:09:32,10:00,0:05 behind 10:16:47AM,West to High Park,2025-12-11,3,Coxwell Ave at Lower Gerrard St East,2615,,0.0833333333333333,0,0.0833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,776880,1.0,141.43333333333334,0.0
776881,2025-12-11 10:18:44,0 days 10:18:44,4409.0,,10:00,Scheduled at 10:18:44AM,West to High Park,2025-12-11,3,Main St at Gerrard St East,4563,,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,2.0,776881,0.0,2.9666666666666663,0.0
776882,2025-12-11 10:18:52,0 days 10:18:52,4430.0,0 days 00:10:37,10:00,0:52 behind 10:18:00AM,West to High Park,2025-12-11,3,Ashdale Ave,5884,,0.8666666666666667,0,0.8666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,776882,1.0,235.93333333333337,0.0
776883,2025-12-11 10:18:52,0 days 10:18:52,4411.0,0 days 00:10:57,9:42,0:16 behind 10:18:36AM,West to High Park,2025-12-11,3,Parliament St at Carlton St,4615,,0.2666666666666666,0,0.2666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,29.0,776883,3.0,329.2333333333333,0.0
776884,2025-12-11 10:19:25,0 days 10:19:25,4495.0,0 days 00:05:45,9:36,14:47 behind 10:04:38AM,West to High Park,2025-12-11,3,Havelock St,6811,,14.783333333333331,0,14.783333333333331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,776884,0.0,0.0,0.0
776885,2025-12-11 10:19:28,0 days 10:19:28,4430.0,0 days 00:10:42,10:00,0:39 behind 10:18:49AM,West to High Park,2025-12-11,3,Woodfield Rd,11337,,0.65,0,0.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,13.0,776885,2.0,328.3833333333333,0.0
776886,2025-12-11 10:19:44,0 days 10:19:44,4509.0,0 days 00:07:06,9:36,2:12 ahead of 10:21:56AM,West to High Park,2025-12-11,3,St Matthews Rd,1447,,-2.2,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,24.0,776886,0.0,0.0,0.0
776887,2025-12-11 10:19:46,0 days 10:19:46,4409.0,0 days 00:03:53,10:00,5:56 ahead of 10:25:42AM,West to High Park,2025-12-11,3,Gerrard St East  at Coxwell Ave,8206,,-5.933333333333334,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,10.0,776887,1.0,73.05,0.0
776888,2025-12-11 10:20:56,0 days 10:20:56,4509.0,0 days 00:06:58,9:36,2:44 ahead of 10:23:40AM,West to High Park,2025-12-11,3,River St,10648,,-2.7333333333333334,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,25.0,776888,1.0,112.71666666666668,0.0
776889,2025-12-11 10:21:11,0 days 10:21:11,4526.0,0 days 00:18:52,9:40,0:14 ahead of 10:21:25AM,West to High Park,2025-12-11,3,Dundas St West at Howard Park Ave,8595,,-0.2333333333333333,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,55.0,776889,0.0,0.0,0.0
776890,2025-12-11 10:22:10,0 days 10:22:10,4409.0,0 days 00:04:15,10:00,4:40 ahead of 10:26:50AM,West to High Park,2025-12-11,3,Coxwell Ave at Lower Gerrard St East,2615,,-4.666666666666667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,11.0,776890,1.0,141.43333333333334,0.0
776891,2025-12-11 10:22:11,0 days 10:22:11,4430.0,0 days 00:11:18,10:00,0:35 behind 10:21:36AM,West to High Park,2025-12-11,3,Prust Ave,5053,,0.5833333333333334,0,0.5833333333333334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,15.0,776891,2.0,345.8,0.0
776892,2025-12-11 10:22:54,0 days 10:22:54,4608.0,0 days 00:03:29,9:36,0:16 behind 10:22:38AM,West to High Park,2025-12-11,3,Havelock St,6811,,0.2666666666666666,0,0.2666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,49.0,776892,0.0,0.0,0.0
776893,2025-12-11 10:22:55,0 days 10:22:55,4526.0,0 days 00:19:03,9:40,0:04 behind 10:22:51AM,West to High Park,2025-12-11,3,Howard Park Ave at Roncesvalles Ave,1569,,0.0666666666666666,1,0.0666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,56.0,776893,2.0,68.18333333333334,0.0
776894,2025-12-11 10:23:52,0 days 10:23:52,4526.0,0 days 00:19:06,9:40,0:03 behind 10:23:49AM,West to High Park,2025-12-11,3,Howard Park Ave at Indian Rd,971,,0.05,1,0.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,W,57.0,776894,4.0,136.0,0.0
776895,2025-12-11 10:24:28,0 days 10:24:28,4409.0,0 days 00:05:36,10:00,3:34 ahead of 10:28:02AM,West to High Park,2025-12-11,3,Ashdale Ave,5884,,-3.566666666666667,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,12.0,776895,1.0,235.9333333333333,0.0
776896,2025-12-11 10:24:48,0 days 10:24:48,4526.0,0 days 00:18:56,9:40,0:16 behind 10:24:32AM,West to High Park,2025-12-11,3,Howard Park Ave at Parkside Dr,8107,,0.2666666666666666,0,0.2666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,58.0,776896,6.0,210.8333333333333,0.0
776897,2025-12-11 10:24:52,0 days 10:24:52,4509.0,0 days 00:07:06,9:36,1:57 ahead of 10:26:49AM,West to High Park,2025-12-11,3,Parliament St,10427,,-1.95,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,28.0,776897,2.0,217.65,0.0
